,tractid,state,county,tract,pop10,nhwht10,nhblk10,ntv10,asian10,hisp10,haw10,india10,china10,filip10,japan10,korea10,viet10,mex10,pr10,cuban10,family10,fhh10,hu10,vac10,ohu10,own10,rent10,a18und10,a60up10,a75up10,agewht10,a15wht10,a60wht10,ageblk10,a15blk10,a60blk10,agehsp10,a15hsp10,a60hsp10,ageasn10,a15asn10,a60asn10,agentv10,a15ntv10,a60ntv10,GlobD10,GlobG10,percent_white10,percent_black10,percent_asian10,percent_hispanic10,percent_indian10,percent_chinese10,percent_filip10,percent_japan10,percent_korean10,percent_viet10,percent_mex10,percent_pr10,percent_cuban10,percent_vacant_housing10,percent_occupied_housing10,percent_under18_10,percent_60andup_10,percent_75andup_10,percent_owneroccupied_10,percent_renteroccupied_10,non-white10,statea,countya,tracta,pnhwht12,pnhblk12,phisp12,pntv12,pasian12,phaw12,pindia12,pchina12,pfilip12,pjapan12,pkorea12,pviet12,p15wht12,p65wht12,p15blk12,p65blk12,p15hsp12,p65hsp12,p15ntv12,p65ntv12,p15asn12,p65asn12,pmex12,pcuban12,ppr12,pruanc12,pitanc12,pgeanc12,piranc12,pscanc12,pfb12,pnat12,p10imm12,prufb12,pitfb12,pgefb12,pirfb12,pscfb12,polang12,plep12,phs12,pcol12,punemp12,pflabf12,pprof12,pmanuf12,psemp12,pvet12,p65pov12,ppov12,pwpov12,pnapov12,pfmpov12,pbpov12,phpov12,papov12,pvac12,pown12,pmulti12,p30old12,p18und12,p60up12,p75up12,pmar12,pwds12,pfhh12,p10yrs12,ageblk12,agentv12,agewht12,agehsp12,india12,filip12,japan12,korea12,viet12,pop12,nhwht12,nhblk12,ntv12,hisp12,asian12,haw12,china12,a15wht12,a65wht12,a15blk12,a65blk12,a15hsp12,a65hsp12,a15ntv12,a65ntv12,ageasn12,a15asn12,a65asn12,mex12,pr12,cuban12,geanc12,iranc12,itanc12,ruanc12,fb12,nat12,itfb12,rufb12,ag5up12,irfb12,gefb12,scanc12,n10imm12,olang12,lep12,scfb12,ag25up12,dfmpov12,hh12,hinc12,hincb12,hincw12,hinch12,incpc12,ag18cv12,vet12,empclf12,dpov12,npov12,dbpov12,nbpov12,dnapov12,nnapov12,dwpov12,nwpov12,dhpov12,nhpov12,hhb12,hhw12,hhh12,hs12,col12,clf12,unemp12,dflabf12,flabf12,prof12,manuf12,semp12,hha12,hinca12,n65pov12,nfmpov12,napov12,dapov12,family12,hu12,vac12,ohu12,own12,rent12,dmulti12,mrent12,mhmval12,multi12,h30old12,h10yrs12,a18und12,a60up12,a75up12,ag15up12,12-Mar,wds12,fhh12,percent_employed12,year
112,25025091600,MA,Suffolk County,Census Tract 916,3138,385,1175,14,813,486,0,14,22,2,0,5,790,10,205,8,704,205,1165,122,1043,285,758,855,369,97,385,32,91,1015,270,78,486,146,24,805,177,127,9,1,2,wbha,Global,12.268961121733588,37.44423199490121,25.908221797323137,15.48757170172084,0.4461440407903123,0.7010834926704907,0.06373486297004463,0.0,0.15933715742511154,25.175270873167623,0.3186743148502231,6.532823454429573,0.2549394518801785,10.472103004291846,89.52789699570816,27.246653919694072,11.759082217973232,3.091140854047164,24.46351931330472,65.06437768240343,112.93817718291905,25,25,91600,13.97000027,37.45999908,15.72999954,0.0,29.94000053,0.0,0.239999995,0.0,0.0,0.0,0.600000024,28.73999977,7.329999924,6.389999866,41.27000046,5.820000172,9.180000305,7.349999905,-999.0,-999.0,27.27000046,16.0,0.0,0.839999974,6.829999924,0.75999999,1.629999995,1.75999999,3.390000105,1.0,36.27999878,21.78000069,13.92000008,0.469999999,0.0,0.0,0.0,0.0,51.84999847,20.62999916,64.19000244,13.02999973,25.59000015,60.29999924,21.45999908,9.909999847,3.690000057,0.340000004,2.309999943,23.97999954,29.70000076,-999.0,9.75,17.98999977,39.72999954,19.22999954,5.909999847000001,24.43000031,92.19999695,87.11000061,31.34000015,11.78999996,4.650000095,30.29000092,14.30000019,37.02000046,71.12000275,1529,0,532,599,9,0,0,23,1094,3807,532,1426,0,599,1140,0,0,39,34,631,89,55,44,0,0,1144,312,183,0,260,32,67,129,62,29,1381,829,0,18,3562,0,0,38,530,1847,735,0,2103,759,1146,39115,33102,60250,34474,16493,2614,9,1272,3807,913,1529,275,0,0,532,158,599,238,469,235,210,1350,274,1700,435,1393,840,273,126,47,260,43264.0,88,74,220,1144,759,1218,72,1146,280,866,1218,978,312500,1123,1061,815,1193,449,177,2790,845,399,281,74.82352941176471,2010-01-01
113,25025091700,MA,Suffolk County,Census Tract 917,3069,200,1621,17,140,632,0,9,5,5,2,2,116,7,203,7,711,246,1050,133,917,319,598,902,311,64,200,24,33,1440,391,145,632,169,51,127,29,9,10,6,0,bha,Minority,6.516780710329098,52.81850765721733,4.561746497230368,20.593027044639946,0.2932551319648094,0.16291951775822744,0.16291951775822744,0.06516780710329098,0.06516780710329098,3.779732811990877,0.2280873248615184,6.614532420984035,0.2280873248615184,12.666666666666664,87.33333333333331,29.390681003584234,10.133594004561749,2.0853698273053114,30.380952380952376,56.952380952380956,90.12707722385142,25,25,91700,6.5199999810000016,48.04999924,31.92000008,0.119999997,0.689999998,0.0,0.0,0.0,0.0,0.0,0.0,0.689999998,7.369999886,4.610000134,23.09000015,6.699999809,32.45999908,0.0,0.0,0.0,0.0,0.0,1.5,0.0,12.78999996,0.330000013,0.5699999929999999,0.720000029,2.789999962,0.0,34.22999954,13.44999981,20.80999947,0.0,0.0,0.0,0.0,0.0,52.31000137,17.89999962,56.97000122,15.89999962,23.48999977,65.30999756,21.87000084,6.579999924,1.610000014,0.629999995,0.150000006,24.09000015,20.28000069,0.0,13.71000004,18.92000008,37.34999847,43.47999954,12.31999969,35.09000015,84.84999847,96.90000153,28.95000076,8.409999847,0.930000007,25.12999916,16.56999969,35.13000107,72.52999878,1776,4,217,1063,0,0,0,0,23,3330,217,1600,4,1063,23,0,0,16,10,410,119,345,0,0,0,23,0,0,50,426,0,24,93,19,11,1140,448,0,0,3011,0,0,0,693,1575,539,0,1950,649,932,48650,49688,52014,41488,19515,2366,15,1367,3325,801,1776,336,4,0,212,43,1063,397,519,125,207,1111,310,1771,416,1257,821,299,90,22,12,23333.0,5,89,10,23,649,1063,131,932,327,605,1063,1115,300500,902,1030,676,964,280,31,2511,631,416,228,77.18802936194241,2010-01-01
114,25025091800,MA,Suffolk County,Census Tract 918,3452,132,1992,17,69,713,0,16,12,2,5,4,33,12,310,7,793,305,1214,172,1042,388,654,1023,465,127,132,21,40,1798,453,249,713,230,63,59,8,11,14,5,0,bh,Minority,3.8238702201622248,57.70567786790266,1.998841251448436,20.65469293163384,0.4634994206257242,0.3476245654692932,0.057937427578215524,0.14484356894553882,0.11587485515643105,0.9559675550405562,0.3476245654692932,8.980301274623407,0.20278099652375434,14.168039538714993,85.83196046128502,29.634994206257247,13.47045191193511,3.679026651216686,31.96046128500824,53.87149917627677,92.46813441483198,25,25,91800,4.039999962,57.02999878,22.84000015,0.0,0.550000012,0.0,0.0,0.550000012,0.0,0.0,0.0,0.0,10.06999969,14.39000034,16.54999924,11.32999992,31.68000031,1.5299999709999998,50.72000122,0.0,0.0,0.0,0.460000008,0.05999999900000001,14.23999977,1.419999957,0.579999983,0.200000003,0.460000008,0.0,31.13999939,14.56000042,13.27999973,0.0,0.0,0.0,0.0,0.0,43.75,10.22999954,55.29000092,9.109999657000001,19.10000038,61.70999908,13.42000008,5.4800000189999984,5.269999981000001,2.930000067,0.439999998,24.98999977,42.45000076,0.0,23.57999992,19.09000015,41.59999847,15.78999996,13.42000008,36.58000183,85.83999634,94.34999847,27.56999969,11.42000008,3.599999905,27.44000053,11.35999966,39.56000137,61.90999985,2048,69,139,786,0,0,0,0,0,3442,139,1963,0,786,19,0,19,14,20,339,232,249,12,35,0,19,0,0,16,490,2,7,16,20,49,1072,501,0,0,3305,0,0,0,457,1446,338,0,1910,776,1058,47083,51333,55250,24236,17383,2493,73,1423,3442,860,2048,391,69,0,139,59,786,327,638,36,225,1056,174,1759,336,1460,901,191,78,75,7,-999.0,15,183,3,19,776,1222,164,1058,387,671,1222,1027,240400,1049,1153,655,949,393,124,2773,761,315,307,80.8982376350199,2010-01-01
115,25025091900,MA,Suffolk County,Census Tract 919,3860,94,2812,20,13,824,0,1,9,0,4,3,0,8,274,1,920,369,1380,136,1244,401,843,1167,460,109,94,16,17,2699,674,363,824,271,54,12,0,2,17,4,2,bh,Minority,2.435233160621762,72.84974093264249,0.3367875647668393,21.34715025906736,0.02590673575129533,0.23316062176165805,0.0,0.10362694300518134,0.07772020725388601,0.0,0.20725388601036268,7.098445595854923,0.02590673575129533,9.855072463768117,90.14492753623188,30.23316062176166,11.917098445595856,2.8238341968911915,29.057971014492754,61.08695652173913,102.8238341968912,25,25,91900,5.510000229,70.20999908,22.32999992,0.370000005,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,14.15999985,31.86000061,20.80999947,9.420000076,25.76000023,2.50999999,0.0,0.0,0.0,0.0,0.50999999,0.0,6.78000021,0.0,0.800000012,0.0,0.879999995,0.0,37.36999893,19.79999924,14.51000023,0.0,0.0,0.0,0.0,0.0,50.95999908,16.04999924,63.72999954,12.19999981,23.70000076,66.41000366,23.05999947,6.690000057000001,2.150000095,5.78000021,1.080000043,23.67000008,35.20999908,0.0,21.5,15.68999958,49.13000107,100.0,16.17000008,42.70999908,83.05000305,78.59999847,25.71999931,11.94999981,4.489999771,28.30999947,18.79999924,35.95000076,65.20999908,2951,15,226,916,0,0,0,0,0,4102,226,2880,15,916,1,0,1,32,72,614,278,236,23,0,0,1,0,0,21,278,0,0,36,33,0,1533,812,0,0,3864,0,0,0,595,1969,620,0,2476,893,1187,42067,48798,71125,23050,17841,3047,176,1674,4089,968,2951,463,15,0,213,75,916,450,879,48,255,1578,302,2177,516,1718,1141,386,112,36,0,-999.0,44,192,1,1,893,1416,229,1187,507,680,1416,1045,295200,1176,1113,774,1055,490,184,3229,914,607,321,76.89480937069362,2010-01-01
116,25025092000,MA,Suffolk County,Census Tract 920,4945,258,2908,20,487,1051,0,68,13,3,2,0,403,17,330,12,1095,341,1693,161,1532,535,997,1292,650,164,258,25,53,2676,592,396,1051,262,72,471,95,83,11,0,2,bha,Minority,5.217391304347826,58.80687563195146,9.848331648129424,21.253791708796765,1.3751263902932256,0.26289180990899896,0.060667340748230526,0.04044489383215369,0.0,8.149646107178969,0.3437815975733064,6.673407482305358,0.2426693629929221,9.509746012994684,90.4902539870053,26.127401415571285,13.144590495449949,3.3164812942366027,31.60070880094507,58.889545186060246,107.46208291203236,25,25,92000,5.159999847,53.65000153,27.73999977,0.400000006,8.600000381000001,0.0,0.0,0.0,0.0,0.0,0.0,8.239999771,3.279999971,32.47999954,22.92000008,7.71999979,28.96999931,1.7000000480000002,0.0,0.0,8.75,9.409999847,0.360000014,0.300000012,9.729999542,0.449999988,0.230000004,0.230000004,1.7899999619999998,0.209999993,36.75,17.43000031,16.57999992,0.300000012,0.0,0.0,0.0,0.0,52.09999847,16.01000023,54.70999908,20.67000008,22.27000046,68.19999695,27.46999931,2.900000095,3.480000019,1.850000024,1.4500000480000002,23.62000084,14.60000038,28.56999969,13.02000046,21.89999962,32.09000015,36.31999969,7.809999942999999,27.79000092,85.08000183,96.83000183,28.82999992,13.02000046,3.480000019,33.91999817,12.68000031,33.06000137,66.27999878,3525,21,274,1474,0,0,0,0,438,5314,274,2851,21,1474,457,0,0,9,89,808,272,427,25,0,0,457,40,43,19,517,16,12,95,12,24,1953,926,0,16,4948,0,0,11,881,2578,792,0,3173,1237,1569,48125,48158,73500,55956,19096,3782,70,2210,5314,1255,3525,772,21,6,274,40,1474,473,1008,100,423,1736,656,2802,624,2236,1525,607,64,77,125,16723.0,77,161,166,457,1237,1702,133,1569,436,1133,1702,1000,326300,1448,1648,1040,1532,692,185,4236,1437,537,409,78.8722341184868,2010-01-01
117,25025092101,MA,Suffolk County,Census Tract 921.01,6451,1906,1564,21,2087,689,0,44,86,29,3,5,1930,33,260,6,1409,385,2454,202,2252,872,1380,1550,933,285,1906,191,434,1413,342,145,689,190,61,2029,510,247,10,0,2,wbha,Global,29.545806851650905,24.24430320880484,32.35157339947295,10.680514648891645,0.6820647961556348,1.333126647031468,0.4495427065571229,0.04650441791970237,0.07750736319950395,29.91784219500852,0.5115485971167261,4.0303828863742055,0.09300883583940474,8.231458842705786,91.7685411572942,24.027282591846234,14.462873973027436,4.4179197023717265,35.533822330888356,56.23471882640587,104.74345062780964,25,25,92101,23.87000084,13.48999977,7.699999808999999,0.0,46.08000183,0.0,2.099999905,0.27000001100000004,0.0,0.0,0.0,43.52999878,7.429999828,19.80999947,10.06999969,11.93000031,18.80999947,10.56000042,-999.0,-999.0,19.5,3.400000095,1.24000001,0.0,0.779999971,0.310000002,1.679999948,2.079999924,9.430000305,0.0,43.15000153,29.17000008,18.06999969,0.0,0.579999983,0.189999998,0.469999999,0.0,63.00999832,25.55999947,62.13000107,18.51000023,9.739999771,67.13999939,23.20000076,15.47999954,5.349999905,3.910000086,1.590000033,21.04000092,13.61999989,-999.0,17.79000092,25.29000092,23.18000031,27.28000069,14.39999962,39.02000046,80.65000153,91.16999817,19.95000076,15.10000038,4.389999866,33.22000122,23.01000023,34.38999939,64.27999878,914,0,1615,521,142,0,0,0,2946,6767,1615,913,0,521,3118,0,18,120,320,92,109,98,55,0,0,3118,608,106,84,53,0,141,638,114,21,2920,1974,39,0,6335,32,13,0,1223,3992,1619,0,4571,1512,2181,47449,36635,63421,24643,24613,5417,212,3418,6649,1399,874,221,0,0,1557,212,509,118,399,708,162,2840,846,3767,367,3058,2053,793,529,183,795,44236.0,106,269,848,3109,1512,2548,367,2181,851,1330,2548,1067,298300,2055,2323,1402,1350,1022,297,5692,1891,1310,520,90.73533315635784,2010-01-01
118,25025092200,MA,Suffolk County,Census Tract 922,3349,740,1508,22,564,422,0,59,48,9,3,6,435,17,188,13,753,201,1227,93,1134,536,598,783,496,98,740,68,149,1417,294,214,422,122,37,542,138,76,15,5,2,wbha,Global,22.096148103911613,45.02836667661989,16.840848014332636,12.600776351149594,1.7617199163929531,1.4332636607942668,0.26873693639892504,0.08957897879964169,0.17915795759928338,12.988951925948045,0.5076142131979695,5.613616004777546,0.3881755747984473,7.579462102689487,92.42053789731052,23.38011346670648,14.810391161540759,2.9262466407882948,43.68378158109209,48.736756316218425,98.35771872200657,25,25,92200,21.76000023,49.09999847,16.05999947,1.659999967,7.199999809,0.0,1.940000057,0.0,0.0,0.0,0.0,5.260000229,3.339999914,12.88000011,21.06999969,8.529999733,4.739999771,2.589999914,27.07999992,0.0,10.57999992,12.97999954,0.0,0.7300000190000001,6.920000076,1.139999986,1.070000052,1.7000000480000002,8.68999958,0.0,34.00999832,21.89999962,13.88000011,0.379999995,0.0,0.280000001,0.0,0.0,29.03000069,10.68000031,39.59000015,33.11999893,15.13000011,60.61000061,38.40000153,5.650000095,3.700000048,3.559999943,2.849999905,19.45999908,9.399999618999999,97.91999817,15.13000011,15.01000023,43.97000122,14.89999962,19.20000076,42.54999924,69.23999786,93.23000336,19.30999947,14.60000038,5.670000076,27.25,19.65999985,35.02999878,51.31000137,1419,48,629,464,56,0,0,0,152,2890,629,1419,48,464,208,0,0,21,81,299,121,22,12,13,0,208,22,27,0,200,21,49,251,31,33,983,633,0,11,2735,0,8,0,401,794,292,0,1917,628,1027,48988,44081,77000,31711,28602,2332,83,1487,2878,560,1419,213,48,47,617,58,464,204,515,260,138,759,635,1752,265,1145,694,571,84,55,56,80469.0,82,95,31,208,628,1271,244,1027,437,590,1271,1082,451200,880,1185,527,558,422,164,2492,679,490,220,84.8744292237443,2010-01-01
119,25025092300,MA,Suffolk County,Census Tract 923,2893,47,2311,8,28,458,0,11,9,1,0,0,13,8,204,7,686,273,1077,121,956,362,594,842,382,86,47,5,12,2222,523,327,458,150,26,21,5,1,5,2,1,bh,Minority,1.6246111303145525,79.88247493950917,0.9678534393363292,15.831316972001384,0.3802281368821293,0.3110957483581058,0.034566194262011754,0.0,0.0,0.4493605254061528,0.27652955409609403,7.051503629450398,0.24196335983408224,11.234911792014856,88.76508820798513,29.104735568613897,13.20428620808849,2.9726927065330107,33.61188486536676,55.15320334261838,105.70342205323193,25,25,92300,3.190000057,83.48999786,11.71000004,0.0,0.319999993,0.0,0.319999993,0.0,0.0,0.0,0.0,0.0,0.0,15.84000015,23.70000076,11.5,24.53000069,0.27000001100000004,0.0,0.0,0.0,0.0,0.349999994,0.0,5.75,0.0,0.469999999,0.05999999900000001,0.75999999,0.0,26.20999908,13.69999981,8.75,0.0,0.0,0.0,0.0,0.0,29.15999985,4.239999771,56.99000168,13.40999985,18.79000092,79.38999939,28.79000092,0.959999979,9.020000458,3.1700000760000004,1.5499999519999998,21.40999985,20.79000092,0.0,16.76000023,22.31999969,22.10000038,0.0,10.97999954,35.91999817,67.23999786,81.58999634,27.34000015,13.55000019,2.8699998860000004,26.07999992,19.84000015,35.56000137,73.98000336,2679,47,101,371,10,0,0,0,0,3167,101,2644,0,371,10,0,0,0,16,635,308,91,1,0,0,10,0,0,11,182,0,2,24,15,0,830,434,0,0,2901,0,0,0,277,846,123,0,1916,734,1030,38321,39643,24550,29609,18901,2301,73,1452,3167,678,2679,598,47,0,101,21,371,82,832,41,141,1092,257,1762,331,1174,932,418,14,131,10,-999.0,49,123,0,10,734,1157,127,1030,370,660,1157,1023,339700,778,944,762,866,429,91,2450,639,486,261,82.40635641316686,2010-01-01
120,25025092400,MA,Suffolk County,Census Tract 924,5277,56,3606,38,46,1470,0,22,9,0,5,9,11,17,470,11,1317,579,2065,192,1873,386,1487,1635,643,167,56,10,6,3470,798,487,1470,504,119,43,14,6,32,14,1,bh,Minority,1.0612090202766724,68.33428084138716,0.8717074095129809,27.85673678226265,0.4169035436801213,0.17055144968732233,0.0,0.09475080538184574,0.17055144968732233,0.20845177184006064,0.3221527382982755,8.9065757058935,0.20845177184006064,9.297820823244553,90.70217917675542,30.983513359863558,12.184953572105362,3.164676899753648,18.69249394673124,72.00968523002422,108.2812203903733,25,25,92400,4.010000229,63.65999985,30.32999992,0.49000001,0.7099999790000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.00999832,0.0,20.92000008,6.349999905,33.38999939,1.950000048,0.0,0.0,26.19000053,0.0,2.680000067,0.8500000240000001,5.690000057000001,0.0,0.17000000199999998,0.0,0.17000000199999998,0.75,30.86000061,11.44999981,11.15999985,0.0,0.0,0.0,0.0,0.0,43.88999939,13.67000008,57.15999985,10.93000031,23.95000076,70.55000305,24.63999939,0.0,3.839999914,3.809999943,0.720000029,26.60000038,1.840000033,0.0,23.04999924,20.75,46.18999863,100.0,8.229999542,17.57999992,81.33999634,78.22000122,29.36000061,7.5199999810000016,1.370000005,23.26000023,21.67000008,43.61999893,80.66999817,4235,29,237,1791,0,0,0,0,0,5905,237,3759,29,1791,42,0,0,128,0,886,269,598,35,0,0,42,11,0,158,336,50,0,10,10,0,1822,676,0,0,5464,0,0,44,659,2398,747,0,3221,1488,1997,32554,40141,-999,20321,15698,4171,159,2447,5838,1553,4221,876,29,0,217,4,1758,812,1347,41,670,1841,352,3194,765,2418,1706,603,0,94,13,-999.0,42,343,42,42,1488,2176,179,1997,351,1646,2176,867,329900,1770,1702,1611,1734,444,81,4462,1038,967,649,76.61239824671259,2010-01-01
121,25025100100,MA,Suffolk County,Census Tract 1001,5510,57,3661,18,59,1603,0,5,18,1,1,0,27,21,648,7,1328,606,2047,152,1895,418,1477,1759,716,203,57,12,7,3542,886,547,1603,556,117,52,16,11,17,6,2,bh,Minority,1.0344827586206895,66.44283121597095,1.0707803992740472,29.092558983666066,0.09074410163339383,0.32667876588021777,0.01814882032667877,0.01814882032667877,0.0,0.4900181488203267,0.3811252268602541,11.76043557168784,0.12704174228675136,7.425500732779678,92.5744992672203,31.923774954627948,12.994555353901994,3.684210526315789,20.42012701514411,72.1543722520762,110.14519056261344,25,25,100100,3.019999981,62.84000015,28.68000031,0.400000006,1.49000001,0.0,0.0,0.0,0.0,0.0,0.0,0.230000004,44.38999939,0.0,25.54000092,8.760000229,34.86999893,5.409999847000001,0.0,20.0,17.38999939,13.03999996,0.449999988,0.0,9.050000191,0.0,0.209999993,0.0,0.8999999759999999,0.0,32.88000107,14.64000034,19.84000015,0.0,0.0,0.0,0.310000002,0.0,42.43000031,12.89999962,59.45999908,12.40999985,12.36999989,64.45999908,31.19000053,1.7999999519999998,3.970000029,1.00999999,3.450000048,30.01000023,69.51999664,12.0,28.26000023,25.59000015,39.22000122,15.22000027,10.43999958,19.28000069,87.73999786,65.76000214,36.25999832,10.22999954,3.039999962,23.45999908,24.10000038,42.58000183,75.51000214,4338,25,187,1775,0,0,0,0,14,6189,187,3889,25,1775,92,0,0,83,0,1108,380,619,96,0,5,92,16,12,28,560,0,0,56,13,0,2035,906,0,0,5644,19,0,0,1228,2395,728,0,3118,1327,1878,27840,33029,14881,23750,14072,3945,40,2443,6181,1855,4338,1110,25,3,187,130,1767,693,1359,40,513,1854,387,2788,345,2563,1652,762,44,97,30,140417.0,213,375,14,92,1327,2097,219,1878,362,1516,2097,409,268000,1840,1379,1418,2244,633,188,4344,1019,1047,565,87.62553802008608,2010-01-01
122,25025100200,MA,Suffolk County,Census Tract 1002,2787,37,2252,8,27,413,0,5,1,15,0,1,10,1,169,9,711,286,1013,108,905,336,569,820,348,75,37,9,2,2185,511,304,413,135,30,27,7,2,4,1,1,bh,Minority,1.3275923932543954,80.80373161105129,0.9687836383207752,14.818801578758526,0.17940437746681018,0.03588087549336204,0.5382131324004306,0.0,0.03588087549336204,0.3588087549336204,0.03588087549336204,6.063867958378184,0.3229278794402584,10.661401776900297,89.33859822309971,29.42231790455687,12.48654467168999,2.6910656620021527,33.16880552813426,56.16979269496545,104.44922856117687,25,25,100200,1.75,85.41000366,10.0,0.370000005,1.4600000380000002,0.0,0.0,1.4600000380000002,0.0,0.0,0.0,0.0,0.0,12.77000046,21.45999908,8.399999618999999,23.12999916,0.0,0.0,100.0,17.95000076,0.0,0.0,0.0,3.579999924,0.0,0.340000004,0.0,0.219999999,0.0,18.02000046,8.25,4.929999828,0.0,0.0,0.0,0.0,0.0,19.09000015,4.059999943,61.34999847,15.77999973,12.46000004,76.01000214,23.53000069,3.359999895,6.8000001910000005,7.539999962,0.07,11.60999966,0.0,0.0,5.570000172,12.03999996,4.480000018999999,0.0,20.70999908,45.70999908,73.44000244,78.33000183,25.78000069,11.15999985,0.7099999790000001,29.73999977,14.82999992,27.40999985,66.01999664,2418,10,47,268,0,0,0,0,0,2680,47,2289,10,268,39,0,39,0,6,519,203,62,0,0,10,39,7,0,0,96,0,0,6,9,0,483,221,0,0,2436,0,0,0,132,465,99,0,1648,664,827,50859,50875,41458,47212,19364,1989,150,1339,2671,310,2409,290,10,0,47,0,268,12,704,23,81,1011,260,1509,188,1188,903,315,45,91,8,-999.0,2,37,0,39,664,1043,216,827,378,449,1043,998,317400,766,817,546,691,299,19,2145,638,318,182,88.73426110006626,2010-01-01
123,25025100300,MA,Suffolk County,Census Tract 1003,3303,120,2734,8,24,352,0,6,3,0,0,0,21,10,126,2,826,304,1262,141,1121,477,644,917,485,98,120,18,14,2643,600,421,352,115,31,23,4,4,7,0,1,bh,Minority,3.633060853769301,82.77323645171056,0.7266121707538601,10.656978504389947,0.18165304268846505,0.09082652134423252,0.0,0.0,0.0,0.6357856494096276,0.3027550711474417,3.8147138964577656,0.06055101422948835,11.172741679873216,88.8272583201268,27.76264002422041,14.683620950650926,2.9669996972449284,37.79714738510301,51.03011093502378,99.48531637904937,25,25,100300,1.75,79.73000336,16.36000061,0.0,0.0,0.0,0.0,0.109999999,0.0,0.0,0.0,0.0,26.97999954,0.0,21.57999992,10.39000034,36.43999863,6.78000021,-999.0,-999.0,0.0,0.0,0.779999971,0.0,11.39999962,0.189999998,0.280000001,0.0,0.720000029,0.189999998,26.95999908,16.30999947,9.510000229,0.0,0.0,0.0,0.0,0.189999998,22.18000031,8.420000076,54.75,11.75,22.92000008,74.97000122,24.86000061,5.960000038,4.199999809,6.070000172,2.25999999,17.13999939,0.0,-999.0,15.64999962,13.01000023,33.61999893,-999.0,12.13000011,41.31000137,76.05000305,88.47000122,29.17000008,12.11999989,2.079999924,29.12000084,20.56999969,44.79999924,68.05999756,2975,0,63,590,0,0,0,0,0,3606,63,2875,0,590,0,0,4,17,0,642,309,215,40,0,0,4,0,0,28,411,0,0,26,10,7,972,588,0,0,3467,0,0,7,343,769,292,7,2137,741,1174,43750,47950,47222,35833,19510,2554,155,1476,3582,614,2975,387,0,0,43,0,586,197,1029,16,118,1170,251,1915,439,1470,1102,367,88,62,0,-999.0,81,116,0,0,741,1336,162,1174,485,689,1336,1072,244100,1016,1182,799,1052,437,75,2747,800,565,332,77.0757180156658,2010-01-01
124,25025100400,MA,Suffolk County,Census Tract 1004,4865,557,3467,30,242,457,0,39,22,9,1,4,185,10,186,12,1199,362,1830,135,1695,715,980,1159,851,200,557,48,184,3320,702,547,457,148,39,233,50,31,19,3,2,wbha,Global,11.449126413155188,71.26413155190133,4.974306269270298,9.393627954779033,0.8016443987667009,0.4522096608427544,0.1849948612538541,0.02055498458376156,0.08221993833504625,3.8026721479958887,0.2055498458376156,3.8232271325796505,0.2466598150051388,7.3770491803278695,92.62295081967213,23.823227132579646,17.49229188078109,4.110996916752312,39.07103825136612,53.55191256830601,95.86844809866392,25,25,100400,11.85000038,71.73000336,9.619999886,0.0,5.019999981000001,0.0,0.8199999929999999,0.0,0.0,0.239999995,0.239999995,3.730000019,6.21999979,25.95999908,17.20000076,11.38000011,37.61000061,5.409999847000001,-999.0,-999.0,38.79000092,5.170000076,0.0,0.0,3.289999962,0.189999998,1.409999967,0.649999976,5.329999924,0.0,33.40000153,18.70999908,10.10999966,0.0,0.0,0.0,1.840000033,0.0,30.15999985,5.599999905,51.93000031,20.54999924,12.61999989,67.34999847,30.73999977,3.930000067,6.179999828,3.109999895,1.74000001,15.60000038,2.059999943,-999.0,13.60999966,13.89000034,6.309999942999999,75.0,11.22000027,42.09000015,72.76000214,93.94999695,22.01000023,20.45000076,5.019999981000001,27.95999908,16.54999924,26.43000031,53.90999985,3524,0,547,444,38,0,11,11,172,4617,547,3312,0,444,232,0,0,34,142,606,401,167,24,0,0,232,90,12,0,152,0,30,246,65,9,1542,864,0,0,4354,85,0,0,467,1313,244,0,3002,1029,1701,57531,59135,95313,76375,26947,3601,112,2394,4532,707,3500,486,0,0,486,10,444,28,1305,240,132,1559,617,2686,339,2037,1372,736,94,148,45,25250.0,79,140,174,232,1029,1916,215,1701,716,985,1916,1095,317400,1394,1800,917,1016,944,232,3777,1056,625,272,89.12881608339536,2010-01-01
